epoch,batch,train_loss,train_accuracy
2,179,2.0785785,0.28125
2,180,1.8850614,0.46875
2,181,2.2821968,0.3125
2,182,2.4912677,0.28125
2,183,2.205446,0.25
2,184,2.5045748,0.21875
2,185,2.0787838,0.375
2,186,2.0198984,0.3125
2,187,2.4156184,0.375
2,188,2.0094624,0.3125
2,189,2.5128129,0.1875
2,190,2.9478936,0.21875
2,191,2.0031393,0.3125
2,192,2.1022263,0.28125
2,193,2.1415684,0.21875
2,194,2.3503015,0.28125
2,195,2.4077027,0.15625
2,196,2.0139809,0.3125
2,197,2.158244,0.3125
2,198,2.3339143,0.28125
2,199,2.474483,0.1875
2,200,2.277182,0.34375
2,201,2.0749245,0.4375
2,202,2.1773722,0.34375
2,203,2.2557027,0.15625
2,204,2.4393814,0.375
2,205,2.1016197,0.34375
2,206,2.0325599,0.25
2,207,2.0708094,0.3125
2,208,2.1693335,0.25
2,209,2.0981245,0.28125
2,210,2.317453,0.3125
2,211,2.1302135,0.28125
2,212,2.3872113,0.3125
2,213,2.275137,0.28125
2,214,1.8302351,0.40625
2,215,2.439601,0.34375
2,216,2.0561132,0.34375
2,217,2.0236552,0.4375
2,218,1.8860784,0.375
2,219,2.394447,0.15625
2,220,2.1785636,0.25
2,221,1.9547622,0.25
2,222,2.065066,0.34375
2,223,1.7200327,0.4375
2,224,2.1990187,0.28125
2,225,2.3418205,0.28125
2,226,1.8582084,0.46875
2,227,2.0118165,0.28125
2,228,1.7605202,0.5
2,229,2.2053256,0.34375
2,230,2.3299057,0.375
2,231,2.584245,0.15625
2,232,2.3953497,0.25
2,233,2.5525386,0.0
3,234,2.3517382,0.25
3,235,2.46061,0.21875
3,236,2.4829102,0.125
3,237,2.2160563,0.21875
3,238,1.9299148,0.375
3,239,2.226761,0.28125
3,240,2.234907,0.15625
3,241,2.5307713,0.21875
3,242,2.4526114,0.28125
3,243,2.6039562,0.3125
3,244,2.033045,0.34375
3,245,2.1281598,0.25
3,246,1.9984851,0.25
3,247,2.2095802,0.375
3,248,1.9513901,0.375
3,249,2.005901,0.34375
3,250,2.2279313,0.375
3,251,2.2970505,0.25
3,252,2.0009658,0.3125
3,253,2.215811,0.28125
3,254,2.5320039,0.25
3,255,2.3049629,0.3125
3,256,1.9094474,0.40625
3,257,2.4703352,0.3125
3,258,1.7570908,0.4375
3,259,2.3402126,0.28125
3,260,2.2420437,0.3125
3,261,2.2901964,0.25
3,262,2.131246,0.3125
3,263,1.7878249,0.40625
3,264,2.2482162,0.3125
3,265,1.8188165,0.46875
3,266,2.3174121,0.40625
3,267,2.2337875,0.34375
3,268,2.2792835,0.25
3,269,2.1253982,0.15625
3,270,2.538582,0.25
3,271,2.0971055,0.34375
3,272,1.9771503,0.3125
3,273,2.0433362,0.28125
3,274,2.099743,0.375
3,275,2.0162873,0.21875
3,276,1.9899538,0.34375
3,277,2.8120959,0.25
3,278,2.307855,0.25
3,279,2.0220187,0.375
3,280,2.2179518,0.21875
3,281,2.011674,0.4375
3,282,2.299667,0.1875
3,283,1.9566517,0.34375
3,284,2.0504,0.25
3,285,2.3874936,0.1875
3,286,2.5599384,0.1875
3,287,1.9242435,0.34375
3,288,2.1373816,0.375
3,289,1.9509612,0.28125
3,290,1.8713439,0.40625
3,291,2.2155242,0.3125
3,292,2.033926,0.3125
3,293,2.0422614,0.3125
3,294,1.8666437,0.4375
3,295,2.4217794,0.28125
3,296,2.359153,0.28125
3,297,2.3198843,0.15625
3,298,1.9920927,0.25
3,299,1.9709523,0.375
3,300,2.079669,0.3125
3,301,2.1782153,0.34375
3,302,2.1749785,0.25
3,303,2.2725148,0.25
3,304,1.9863446,0.40625
3,305,1.8629581,0.53125
3,306,1.9062163,0.375
3,307,2.2800844,0.375
3,308,1.7798069,0.34375
3,309,2.1889493,0.25
3,310,1.8329014,0.40625
3,311,2.231169,0.3125
3,312,1.8227949,0.40625
3,313,2.4494908,0.375
3,314,1.9684833,0.46875
3,315,2.1136262,0.375
3,316,2.3318725,0.40625
3,317,1.9676924,0.4375
3,318,2.1963027,0.34375
3,319,2.3466713,0.28125
3,320,1.879647,0.34375
3,321,2.3520837,0.3125
3,322,1.8247846,0.46875
3,323,1.8443443,0.375
3,324,1.7052984,0.46875
3,325,2.165042,0.28125
3,326,1.5444969,0.5
3,327,2.6571112,0.1875
3,328,2.4281006,0.21875
3,329,2.1285384,0.3125
3,330,1.7581172,0.4375
3,331,1.9074439,0.28125
3,332,1.7307891,0.375
3,333,2.4929233,0.1875
3,334,1.9576261,0.34375
3,335,2.0526125,0.375
3,336,1.9638331,0.46875
3,337,2.3211267,0.25
3,338,2.590886,0.3125
3,339,1.9729736,0.28125
3,340,1.9771732,0.4375
3,341,2.09136,0.375
3,342,2.164502,0.40625
3,343,2.4318633,0.21875
3,344,2.0836277,0.3125
3,345,2.0322628,0.40625
3,346,1.9367479,0.3125
3,347,2.1399324,0.3125
3,348,3.802579,0.0
4,349,1.9148686,0.28125
4,350,2.0219066,0.375
4,351,2.3588314,0.21875
4,352,2.0970612,0.28125
4,353,1.8770705,0.34375
4,354,2.1440454,0.34375
4,355,1.9149044,0.4375
4,356,2.271165,0.28125
4,357,1.9411236,0.3125
4,358,2.178968,0.28125
4,359,2.409792,0.21875
4,360,1.9999173,0.21875
4,361,2.4416342,0.25
4,362,2.0418458,0.28125
4,363,1.8198521,0.46875
4,364,2.0101256,0.3125
4,365,2.2379267,0.4375
4,366,1.7824719,0.4375
4,367,2.0154397,0.375
4,368,1.965187,0.34375
4,369,2.2361162,0.34375
4,370,1.8552707,0.34375
4,371,1.791506,0.46875
4,372,2.2141163,0.25
4,373,1.8012143,0.34375
4,374,2.3312435,0.3125
4,375,2.0060506,0.34375
4,376,2.0209157,0.34375
4,377,1.8518769,0.34375
4,378,1.8816841,0.40625
4,379,1.9216774,0.34375
4,380,1.9160333,0.28125
4,381,2.073721,0.3125
4,382,2.0263586,0.375
4,383,2.0272844,0.3125
4,384,2.0085428,0.4375
4,385,1.9582644,0.34375
4,386,2.2074926,0.34375
4,387,1.7678741,0.375
4,388,1.7309386,0.46875
4,389,2.064813,0.40625
4,390,1.7605118,0.40625
4,391,1.7810516,0.40625
4,392,2.207853,0.25
4,393,2.1084995,0.3125
4,394,1.9377805,0.34375
4,395,2.5238316,0.1875
4,396,1.4520454,0.5625
4,397,2.213957,0.34375
4,398,2.1062837,0.3125
4,399,2.432749,0.15625
4,400,2.198657,0.25
4,401,2.3405695,0.3125
4,402,2.1319623,0.28125
4,403,2.0594754,0.28125
4,404,1.940703,0.28125
4,405,2.0981994,0.125
4,406,2.1776235,0.3125
4,407,2.2450113,0.28125
4,408,1.8255248,0.34375
4,409,2.2882478,0.3125
4,410,2.2782354,0.3125
4,411,2.1290712,0.34375
4,412,2.3213038,0.21875
4,413,2.0299382,0.375
4,414,1.8036009,0.53125
4,415,1.8188322,0.46875
4,416,1.9377762,0.46875
4,417,1.8018013,0.4375
4,418,2.192713,0.3125
4,419,2.3838325,0.28125
4,420,1.7804698,0.28125
4,421,1.7061557,0.5
4,422,1.8587061,0.4375
4,423,2.1480162,0.375
4,424,2.0134287,0.28125
4,425,1.687536,0.59375
4,426,2.2027712,0.21875
4,427,1.9394982,0.3125
4,428,1.8348787,0.3125
4,429,1.886791,0.46875
4,430,2.0839834,0.3125
4,431,1.8464864,0.375
4,432,1.7119441,0.625
4,433,1.9689431,0.4375
4,434,1.813523,0.46875
4,435,1.8325635,0.4375
4,436,2.461919,0.25
4,437,2.1811454,0.15625
4,438,2.5394611,0.125
4,439,1.8894228,0.40625
4,440,2.267809,0.34375
4,441,2.1474133,0.3125
4,442,2.172405,0.21875
4,443,1.9147229,0.375
4,444,2.1065478,0.3125
4,445,1.7697031,0.46875
4,446,2.0143037,0.25
4,447,2.1759472,0.25
4,448,2.4032884,0.40625
4,449,1.8169484,0.46875
4,450,2.1662285,0.375
4,451,1.3600942,0.625
4,452,1.8956518,0.375
4,453,1.9448681,0.375
4,454,1.9928248,0.3125
4,455,1.9504702,0.5
4,456,1.7307118,0.5
4,457,2.4174886,0.21875
4,458,1.9469709,0.34375
4,459,1.8959398,0.3125
4,460,1.9331998,0.34375
4,461,1.6776814,0.34375
4,462,1.8355992,0.34375
4,463,3.1128821,0.0
5,464,1.7199854,0.46875
5,465,1.6233628,0.40625
5,466,1.764221,0.375
5,467,2.141304,0.3125
5,468,1.9519805,0.3125
5,469,1.9802358,0.375
5,470,1.8141375,0.34375
5,471,2.543246,0.15625
5,472,2.2100248,0.3125
5,473,2.0598433,0.40625
5,474,2.6043694,0.25
5,475,1.7301807,0.375
5,476,2.0798392,0.3125
5,477,1.8562754,0.3125
5,478,2.094233,0.375
5,479,2.0759234,0.375
5,480,1.8533905,0.375
5,481,1.768025,0.4375
5,482,2.0185547,0.3125
5,483,2.3128037,0.15625
5,484,1.9638468,0.3125
5,485,2.15156,0.28125
5,486,2.2496455,0.21875
5,487,1.8859702,0.375
5,488,2.331159,0.1875
5,489,2.119618,0.40625
5,490,1.6781665,0.53125
5,491,1.9509103,0.40625
5,492,1.7156615,0.46875
5,493,1.907974,0.4375
5,494,1.9590235,0.40625
5,495,1.6453403,0.4375
5,496,2.1231065,0.3125
5,497,1.8017039,0.40625
5,498,2.2845545,0.28125
5,499,2.318716,0.28125
5,500,2.3098884,0.28125
5,501,1.6974986,0.40625
5,502,1.9626169,0.3125
5,503,2.290293,0.125
5,504,1.9961016,0.3125
5,505,1.5627247,0.46875
5,506,1.7399677,0.4375
5,507,2.0700655,0.375
5,508,1.6887071,0.375
5,509,1.706613,0.5
5,510,2.0184484,0.3125
5,511,1.994439,0.375
5,512,1.8898017,0.3125
5,513,1.7695893,0.4375
5,514,2.2018628,0.34375
5,515,1.9737537,0.34375
5,516,2.200139,0.09375
5,517,1.9196002,0.40625
5,518,2.0858088,0.34375
5,519,1.8926201,0.46875
5,520,1.855942,0.46875
5,521,1.9363016,0.3125
5,522,1.9989133,0.34375
5,523,2.3643956,0.375
5,524,1.9232787,0.375
5,525,1.7568388,0.40625
5,526,2.3420436,0.25
5,527,2.1832707,0.375
5,528,1.768246,0.4375
5,529,2.0647578,0.34375
5,530,1.6675917,0.34375
5,531,1.9136553,0.40625
5,532,2.0036201,0.3125
5,533,1.5778519,0.46875
5,534,1.652541,0.5625
5,535,2.229911,0.40625
5,536,1.9833306,0.40625
5,537,1.8953819,0.4375
5,538,2.3422458,0.28125
5,539,2.238756,0.34375
5,540,1.6743014,0.5625
5,541,2.3155391,0.34375
5,542,1.6359262,0.46875
5,543,2.236375,0.3125
5,544,1.7604412,0.46875
5,545,2.1704223,0.34375
5,546,1.5754914,0.46875
5,547,1.4247743,0.46875
5,548,1.9561639,0.4375
5,549,1.885676,0.375
5,550,1.6317685,0.5
5,551,2.1184652,0.28125
5,552,1.7336872,0.46875
5,553,1.8925768,0.34375
5,554,1.7972026,0.40625
5,555,1.7225041,0.40625
5,556,1.986733,0.3125
5,557,2.0418267,0.34375
5,558,2.1874151,0.3125
5,559,2.0870993,0.34375
5,560,1.8490757,0.3125
5,561,1.7516838,0.40625
5,562,2.0062604,0.3125
5,563,2.3028886,0.28125
5,564,2.0135972,0.46875
5,565,2.038884,0.40625
5,566,1.8674679,0.375
5,567,2.411347,0.25
5,568,2.1139412,0.28125
5,569,1.8426785,0.46875
5,570,1.9820875,0.28125
5,571,2.2603843,0.34375
5,572,1.9504818,0.375
5,573,1.7581834,0.40625
5,574,1.8741009,0.34375
5,575,1.9450779,0.375
5,576,2.04949,0.34375
5,577,1.8877207,0.28125
5,578,2.282753,0.0
6,579,2.0258017,0.375
6,580,2.0053134,0.3125
6,581,1.8501943,0.46875
6,582,2.1420355,0.375
6,583,1.6813282,0.5
6,584,1.6877563,0.40625
6,585,2.0483148,0.25
6,586,1.6926954,0.5
6,587,1.8122543,0.40625
6,588,1.9112132,0.40625
6,589,1.3652768,0.5625
6,590,1.9531772,0.28125
6,591,1.8048891,0.34375
6,592,1.8868756,0.375
6,593,1.5248685,0.375
6,594,2.0923011,0.25
6,595,1.9875383,0.34375
6,596,1.7618914,0.40625
6,597,1.8379997,0.28125
6,598,1.5586301,0.46875
6,599,1.5499152,0.46875
6,600,1.989726,0.21875
6,601,1.2659343,0.71875
6,602,1.7387642,0.5
6,603,1.789666,0.46875
6,604,1.7544092,0.53125
6,605,2.1160285,0.3125
6,606,1.9319644,0.3125
6,607,1.8302017,0.3125
6,608,1.6992769,0.4375
6,609,1.8837212,0.375
6,610,1.9211757,0.3125
6,611,2.1596334,0.28125
6,612,1.743179,0.375
6,613,1.7334588,0.4375
6,614,1.6878952,0.40625
6,615,1.7309958,0.46875
6,616,2.1690502,0.46875
6,617,1.6517495,0.5
6,618,1.6719283,0.4375
6,619,1.8366185,0.34375
6,620,1.7598451,0.40625
6,621,1.7979484,0.375
6,622,2.017163,0.46875
6,623,1.7292982,0.5
6,624,1.9504328,0.3125
6,625,1.5062354,0.5625
6,626,1.5134478,0.5625
6,627,1.7250352,0.46875
6,628,1.6506566,0.46875
6,629,1.7322949,0.5
6,630,1.9011616,0.4375
6,631,1.7405924,0.34375
6,632,1.7469562,0.40625
6,633,1.8083732,0.4375
6,634,2.0521014,0.34375
6,635,2.1928937,0.34375
6,636,1.6079713,0.46875
6,637,1.6812613,0.4375
6,638,1.9667529,0.40625
6,639,1.5543044,0.46875
6,640,1.906827,0.4375
6,641,2.1796029,0.3125
6,642,1.5360918,0.46875
6,643,1.4477589,0.53125
6,644,1.6730821,0.46875
6,645,1.6634936,0.5625
6,646,1.4548168,0.46875
6,647,1.6858517,0.40625
6,648,1.5035207,0.59375
6,649,1.7187697,0.40625
6,650,2.3546557,0.3125
6,651,2.0578423,0.375
6,652,1.5685747,0.375
6,653,1.9784765,0.46875
6,654,1.763802,0.53125
6,655,1.4069045,0.46875
6,656,1.5342233,0.4375
6,657,2.1471972,0.25
6,658,1.6661241,0.375
6,659,1.7578094,0.46875
6,660,1.4440125,0.5
6,661,1.698285,0.4375
6,662,2.230788,0.3125
6,663,1.8860857,0.21875
6,664,1.518871,0.5625
6,665,1.6483107,0.5625
6,666,1.9430696,0.40625
6,667,1.5711304,0.65625
6,668,2.2678273,0.375
6,669,1.2995806,0.59375
6,670,1.7323464,0.53125
6,671,1.5399829,0.46875
6,672,1.8671776,0.3125
6,673,1.4167626,0.59375
6,674,1.5156232,0.59375
6,675,1.5591038,0.375
6,676,1.9750211,0.34375
6,677,1.6432402,0.4375
6,678,1.7084802,0.53125
6,679,1.7769464,0.40625
6,680,2.146498,0.34375
6,681,1.8828179,0.40625
6,682,1.7942244,0.375
6,683,1.7157122,0.40625
6,684,2.1408975,0.3125
6,685,1.5923481,0.5625
6,686,1.8777258,0.375
6,687,2.037982,0.3125
6,688,1.7530502,0.53125
6,689,1.6918001,0.53125
6,690,1.6901543,0.5
6,691,1.7991092,0.46875
6,692,1.6001933,0.46875
6,693,2.3515124,0.0
7,694,1.430744,0.53125
7,695,1.8266906,0.34375
7,696,1.8834505,0.5
7,697,1.8130654,0.375
7,698,1.9917784,0.375
7,699,2.1071098,0.375
7,700,1.6924742,0.46875
7,701,1.8325957,0.40625
7,702,1.8995099,0.375
7,703,1.5785348,0.5
7,704,1.5414035,0.46875
7,705,1.7690431,0.4375
7,706,1.8452579,0.5
7,707,1.766389,0.4375
7,708,1.9309777,0.3125
7,709,1.398571,0.4375
7,710,2.0448363,0.3125
7,711,1.8061311,0.4375
7,712,1.6564349,0.4375
7,713,1.4592524,0.5
7,714,1.866778,0.40625
7,715,2.2049606,0.25
7,716,1.7316816,0.46875
7,717,1.6280671,0.46875
7,718,1.9482036,0.375
7,719,1.4328175,0.4375
7,720,1.8443333,0.46875
7,721,1.7081089,0.4375
7,722,1.902353,0.46875
7,723,1.7198923,0.59375
7,724,2.0266588,0.21875
7,725,1.6904212,0.40625
7,726,1.5903468,0.53125
7,727,1.583626,0.59375
7,728,1.6961799,0.53125
7,729,1.9049736,0.46875
7,730,1.9352825,0.3125
7,731,1.4639874,0.46875
7,732,1.1868758,0.65625
7,733,1.7129107,0.4375
7,734,1.6892445,0.5
7,735,1.1760188,0.71875
7,736,1.391305,0.5
7,737,1.6590021,0.4375
7,738,2.0708208,0.4375
7,739,1.7676545,0.4375
7,740,1.8105787,0.40625
7,741,1.9491225,0.34375
7,742,1.6972669,0.4375
7,743,1.9583585,0.3125
7,744,1.5751439,0.5625
7,745,1.6675668,0.53125
7,746,1.4987435,0.53125
7,747,1.1125265,0.5625
7,748,2.2952847,0.25
7,749,1.6072927,0.46875
7,750,1.9346569,0.25
7,751,2.0458155,0.375
7,752,1.9711565,0.25
7,753,1.9825242,0.40625
7,754,1.5084325,0.5
7,755,1.6317637,0.46875
7,756,1.5186441,0.5
7,757,1.5522916,0.5
7,758,1.9325433,0.25
7,759,1.707735,0.375
7,760,2.0836549,0.3125
7,761,1.9702336,0.3125
7,762,1.7889932,0.4375
7,763,1.7123841,0.4375
7,764,1.5963098,0.5
7,765,2.0196,0.34375
7,766,1.7393433,0.3125
7,767,1.8495468,0.34375
7,768,1.6401749,0.40625
7,769,1.9331753,0.34375
7,770,2.0073373,0.375
7,771,1.670803,0.4375
7,772,1.7478918,0.34375
7,773,1.7678972,0.46875
7,774,1.6849401,0.40625
7,775,2.0889056,0.34375
7,776,1.376064,0.5625
7,777,2.0401828,0.4375
7,778,1.6780683,0.53125
7,779,1.7497168,0.34375
7,780,1.6425308,0.46875
7,781,1.5790564,0.4375
7,782,1.4422493,0.59375
7,783,1.7483041,0.4375
7,784,1.5605434,0.59375
7,785,2.1409414,0.28125
7,786,2.0570788,0.40625
7,787,1.5722799,0.46875
7,788,1.6241568,0.46875
7,789,1.7639858,0.4375
7,790,1.7353815,0.4375
7,791,1.5345665,0.5
7,792,1.6097431,0.375
7,793,1.8156366,0.46875
7,794,2.0828514,0.375
7,795,1.4970195,0.53125
7,796,1.8122187,0.40625
7,797,2.266223,0.3125
7,798,1.8831931,0.4375
7,799,1.7638245,0.46875
7,800,1.6779948,0.4375
7,801,1.8064097,0.34375
7,802,1.6379665,0.40625
7,803,1.7335389,0.5
7,804,1.8744223,0.46875
7,805,1.721184,0.5
7,806,1.9346205,0.34375
7,807,2.066147,0.21875
7,808,3.6838589,0.0
8,809,1.7580278,0.375
8,810,1.5752553,0.46875
8,811,1.7136364,0.375
8,812,1.5319096,0.40625
8,813,1.6393528,0.3125
8,814,2.083263,0.375
8,815,1.474499,0.5625
8,816,1.9420762,0.34375
8,817,1.8837073,0.34375
8,818,1.735045,0.46875
8,819,1.7326075,0.5625
8,820,1.6683636,0.53125
8,821,1.7124788,0.5625
8,822,1.5922562,0.5625
8,823,1.7489816,0.46875
8,824,1.5215536,0.46875
8,825,1.7277218,0.40625
8,826,1.6806567,0.4375
8,827,1.5312862,0.4375
8,828,1.4116541,0.53125
8,829,1.6071684,0.40625
8,830,1.6672683,0.5625
8,831,1.6712345,0.5
8,832,1.6744206,0.40625
8,833,1.9121709,0.25
8,834,1.6409038,0.4375
8,835,1.7024821,0.5625
8,836,1.7155904,0.4375
8,837,1.5455141,0.375
8,838,1.3446077,0.5625
8,839,1.9196761,0.40625
8,840,1.6657425,0.46875
8,841,1.4789965,0.53125
8,842,1.7500927,0.5
8,843,1.8254669,0.375
8,844,1.8479438,0.1875
8,845,1.3273844,0.625
8,846,1.6959809,0.5
8,847,1.5196291,0.40625
8,848,2.0071127,0.34375
8,849,1.7185297,0.5
8,850,2.0982633,0.3125
8,851,1.783698,0.40625
8,852,1.6674848,0.4375
8,853,1.9672923,0.4375
8,854,2.2097535,0.25
8,855,1.7992811,0.375
8,856,2.3672142,0.25
8,857,1.4898872,0.4375
8,858,1.7000073,0.375
8,859,1.6602325,0.5
8,860,1.28932,0.59375
8,861,1.1733327,0.65625
8,862,1.5453285,0.46875
8,863,1.904602,0.46875
8,864,1.956152,0.28125
8,865,1.5207195,0.4375
8,866,1.6660557,0.40625
8,867,1.7321616,0.53125
8,868,1.8850797,0.3125
8,869,1.6949369,0.46875
8,870,2.0628173,0.375
8,871,1.9630561,0.34375
8,872,1.4047073,0.5
8,873,2.230752,0.3125
8,874,1.4175589,0.53125
8,875,1.778025,0.40625
8,876,2.1228175,0.34375
8,877,1.8346158,0.4375
8,878,1.7243484,0.375
8,879,1.7179127,0.40625
8,880,1.658984,0.5
8,881,1.6490124,0.5
8,882,1.6483071,0.59375
8,883,1.8734918,0.46875
8,884,1.5120751,0.46875
8,885,1.7601662,0.3125
8,886,1.8013126,0.46875
8,887,1.708975,0.3125
8,888,1.7656373,0.5
8,889,1.9618367,0.3125
8,890,1.6642034,0.375
8,891,1.56844,0.5
8,892,1.7326118,0.5
8,893,1.8512402,0.4375
8,894,1.3759587,0.53125
8,895,1.6033678,0.5
8,896,1.8792484,0.40625
8,897,3.1581576,0.25
8,898,1.8538243,0.46875
8,899,1.4459294,0.40625
8,900,1.7736388,0.5
8,901,1.4716772,0.53125
8,902,1.4742699,0.5625
8,903,2.0163825,0.5
8,904,1.6605015,0.53125
8,905,1.7023742,0.4375
8,906,1.6645591,0.4375
8,907,2.0631983,0.28125
8,908,2.1097434,0.3125
8,909,1.9788353,0.5
8,910,2.153607,0.34375
8,911,1.2074465,0.59375
8,912,1.7875143,0.5625
8,913,1.5993748,0.53125
8,914,1.889747,0.4375
8,915,1.760977,0.40625
8,916,2.054035,0.4375
8,917,1.6638124,0.46875
8,918,2.1159153,0.375
8,919,1.6214968,0.46875
8,920,1.8419311,0.46875
8,921,1.940082,0.375
8,922,1.505396,0.5
8,923,3.3614385,0.0
9,924,1.6335258,0.40625
9,925,1.7236664,0.40625
9,926,1.8207905,0.46875
9,927,1.5102094,0.65625
9,928,1.4044372,0.65625
9,929,1.859931,0.28125
9,930,1.8553034,0.375
9,931,1.7903922,0.4375
9,932,1.8395026,0.40625
9,933,1.4977907,0.4375
9,934,1.806668,0.375
9,935,2.139062,0.40625
9,936,1.8337963,0.40625
9,937,1.5518193,0.40625
9,938,1.360671,0.46875
9,939,1.6904694,0.46875
9,940,1.8930767,0.4375
9,941,1.5594879,0.4375
9,942,1.6096581,0.40625
9,943,1.6275119,0.40625
9,944,1.6958266,0.40625
9,945,1.4341285,0.46875
9,946,1.8487693,0.40625
9,947,1.5642788,0.46875
9,948,2.0881405,0.375
9,949,1.6352754,0.59375
9,950,1.2846309,0.5625
9,951,1.4711437,0.46875
9,952,1.7860593,0.5
9,953,2.160311,0.34375
9,954,1.7933552,0.46875
9,955,1.840522,0.4375
9,956,1.4744272,0.59375
9,957,1.6447043,0.4375
9,958,2.0766408,0.34375
