epoch,batch,train_loss,train_accuracy
9,959,1.637911,0.40625
9,960,1.7466415,0.3125
9,961,1.5467566,0.46875
9,962,1.6032089,0.40625
9,963,1.5737091,0.53125
9,964,2.3205225,0.28125
9,965,1.624786,0.375
9,966,1.3796253,0.53125
9,967,2.120674,0.34375
9,968,1.4743223,0.5625
9,969,1.882188,0.3125
9,970,1.5272275,0.46875
9,971,1.6856127,0.40625
9,972,1.4159957,0.5625
9,973,1.8214302,0.4375
9,974,1.5899738,0.53125
9,975,1.6273429,0.59375
9,976,1.5536739,0.5
9,977,1.4622372,0.46875
9,978,1.5954953,0.5625
9,979,1.9429221,0.40625
9,980,1.5492117,0.46875
9,981,1.5803157,0.46875
9,982,2.0401936,0.3125
9,983,1.5453403,0.5
9,984,1.425179,0.59375
9,985,1.8732767,0.375
9,986,1.990784,0.375
9,987,2.030285,0.46875
9,988,1.6640145,0.53125
9,989,1.3715247,0.5625
9,990,1.8384567,0.34375
9,991,2.1513174,0.34375
9,992,1.5900142,0.46875
9,993,1.7817905,0.46875
9,994,1.497463,0.59375
9,995,2.019677,0.28125
9,996,1.3801584,0.5625
9,997,1.8980455,0.5
9,998,1.6130142,0.53125
9,999,1.6379058,0.46875
9,1000,1.5648824,0.53125
9,1001,2.103136,0.25
9,1002,1.8621538,0.40625
9,1003,1.8027446,0.53125
9,1004,1.4435234,0.5
9,1005,1.6531681,0.4375
9,1006,2.0651844,0.34375
9,1007,1.4245257,0.6875
9,1008,2.1223874,0.25
9,1009,1.8300174,0.4375
9,1010,1.7736998,0.375
9,1011,2.0895724,0.375
9,1012,1.7630403,0.5
9,1013,1.6583232,0.46875
9,1014,1.7658782,0.46875
9,1015,1.4450258,0.5
9,1016,1.7702879,0.65625
9,1017,2.156825,0.3125
9,1018,2.1460717,0.34375
9,1019,1.2521352,0.5625
9,1020,1.8179833,0.4375
9,1021,1.5588145,0.5625
9,1022,1.5822237,0.53125
9,1023,1.4906799,0.5
9,1024,2.037197,0.34375
9,1025,1.8174899,0.4375
9,1026,1.639443,0.4375
9,1027,1.6083511,0.5625
9,1028,1.5847517,0.375
9,1029,1.6875858,0.5625
9,1030,1.2857401,0.65625
9,1031,1.7501152,0.375
9,1032,1.7421057,0.5
9,1033,1.5444592,0.46875
9,1034,1.3854014,0.5
9,1035,1.523757,0.53125
9,1036,1.6280832,0.46875
9,1037,1.5219004,0.625
9,1038,5.383863,0.0
10,1039,1.6598954,0.34375
10,1040,1.5020305,0.40625
10,1041,1.3309286,0.53125
10,1042,1.6927586,0.4375
10,1043,1.7121257,0.5625
10,1044,1.3278699,0.5625
10,1045,1.4150862,0.53125
10,1046,1.3295172,0.65625
10,1047,1.4492823,0.625
10,1048,1.5978265,0.375
10,1049,2.0370016,0.34375
10,1050,1.9911205,0.5625
10,1051,1.4586948,0.59375
10,1052,1.0352513,0.71875
10,1053,1.5772717,0.46875
10,1054,1.6500636,0.53125
10,1055,1.4021938,0.59375
10,1056,1.4743648,0.46875
10,1057,1.9235396,0.375
10,1058,1.4178051,0.46875
10,1059,1.5079432,0.5
10,1060,1.1328602,0.71875
10,1061,1.8766354,0.4375
10,1062,1.6455389,0.28125
10,1063,1.8219125,0.4375
10,1064,1.8507916,0.375
10,1065,1.2031759,0.625
10,1066,2.0288274,0.3125
10,1067,1.2483901,0.6875
10,1068,1.1705154,0.625
10,1069,2.1106524,0.3125
10,1070,1.4466572,0.5625
10,1071,1.353976,0.53125
10,1072,1.5048473,0.59375
10,1073,2.005116,0.40625
10,1074,1.6941016,0.40625
10,1075,1.8228658,0.34375
10,1076,1.4764884,0.5
10,1077,1.3429928,0.625
10,1078,1.4352754,0.5
10,1079,1.3756006,0.625
10,1080,1.8869009,0.46875
10,1081,1.5586393,0.59375
10,1082,1.5641706,0.5625
10,1083,1.7335038,0.5
10,1084,1.8132062,0.375
10,1085,1.9491271,0.34375
10,1086,1.8197054,0.46875
10,1087,1.9369746,0.21875
10,1088,1.4761711,0.46875
10,1089,1.3517452,0.59375
10,1090,1.5898712,0.5
10,1091,1.6992716,0.46875
10,1092,1.6930728,0.375
10,1093,1.5917606,0.4375
10,1094,2.106026,0.375
10,1095,1.4579954,0.46875
10,1096,2.2610867,0.3125
10,1097,1.3096304,0.5625
10,1098,1.5782225,0.5
10,1099,1.6195217,0.4375
10,1100,2.1750696,0.28125
10,1101,1.8069147,0.4375
10,1102,1.7418549,0.375
10,1103,2.0468037,0.5
10,1104,1.6339829,0.40625
10,1105,1.7160707,0.40625
10,1106,1.7539616,0.40625
10,1107,1.8221378,0.375
10,1108,1.8920715,0.46875
10,1109,1.6465393,0.5625
10,1110,1.7731136,0.5
10,1111,1.4436225,0.5625
10,1112,1.3128034,0.625
10,1113,1.7374743,0.5625
10,1114,1.3813444,0.625
10,1115,1.8383728,0.46875
10,1116,1.701257,0.40625
10,1117,1.5477948,0.5625
10,1118,1.6071585,0.5625
10,1119,2.0908263,0.3125
10,1120,1.7180966,0.40625
10,1121,1.4271753,0.5
10,1122,1.4689318,0.40625
10,1123,1.5630624,0.53125
10,1124,1.7025199,0.5
10,1125,1.6520169,0.4375
10,1126,1.2159057,0.6875
10,1127,1.514948,0.46875
10,1128,1.8669016,0.34375
10,1129,1.8806396,0.40625
10,1130,1.6399539,0.59375
10,1131,1.7138017,0.40625
10,1132,1.6117342,0.40625
10,1133,1.473631,0.5
10,1134,1.5384464,0.40625
10,1135,1.7225996,0.40625
10,1136,1.9658105,0.46875
10,1137,1.312324,0.59375
10,1138,1.5333819,0.40625
10,1139,1.3501531,0.53125
10,1140,1.2361788,0.71875
10,1141,1.6558218,0.40625
10,1142,1.6208075,0.5
10,1143,1.8001673,0.46875
10,1144,1.642184,0.4375
10,1145,1.7436575,0.5625
10,1146,1.8564649,0.34375
10,1147,1.9820458,0.4375
10,1148,1.5860502,0.46875
10,1149,1.4136417,0.625
10,1150,2.0938013,0.25
10,1151,1.7862121,0.46875
10,1152,1.4439443,0.5625
10,1153,3.775978,0.0
11,1154,1.7587944,0.46875
11,1155,1.6911336,0.4375
11,1156,1.1720536,0.71875
11,1157,1.2762728,0.59375
11,1158,1.5352166,0.4375
11,1159,1.3908749,0.59375
11,1160,1.6864543,0.625
11,1161,1.6468095,0.375
11,1162,1.7259631,0.34375
11,1163,1.1920886,0.625
11,1164,1.8713814,0.375
11,1165,1.597442,0.4375
11,1166,1.5164008,0.59375
11,1167,1.4853859,0.59375
11,1168,1.6177428,0.4375
11,1169,1.5958607,0.4375
11,1170,1.2409949,0.46875
11,1171,1.5713222,0.40625
11,1172,1.2346938,0.59375
11,1173,1.6697487,0.40625
11,1174,1.4817007,0.5
11,1175,1.7116172,0.4375
11,1176,1.3529993,0.5
11,1177,2.3028991,0.28125
11,1178,1.4972826,0.5625
11,1179,1.3139498,0.59375
11,1180,1.4470524,0.5625
11,1181,1.5426701,0.46875
11,1182,1.6250517,0.53125
11,1183,1.5010879,0.6875
11,1184,1.665361,0.625
11,1185,1.7126526,0.46875
11,1186,1.3213456,0.5
11,1187,1.4564681,0.46875
11,1188,1.2307589,0.59375
11,1189,1.3012869,0.59375
11,1190,1.669928,0.375
11,1191,1.809591,0.46875
11,1192,1.5324146,0.5
11,1193,1.4168097,0.53125
11,1194,1.0565763,0.78125
11,1195,1.3625555,0.5625
11,1196,1.4272985,0.46875
11,1197,1.8412737,0.40625
11,1198,1.6209865,0.46875
11,1199,1.4036521,0.4375
11,1200,2.0372617,0.375
11,1201,1.5283045,0.59375
11,1202,1.4222119,0.5
11,1203,1.5531491,0.34375
11,1204,1.412431,0.59375
11,1205,1.5915004,0.5
11,1206,1.6608768,0.375
11,1207,1.8268582,0.4375
11,1208,1.3332715,0.5625
11,1209,1.4244152,0.53125
11,1210,1.4039797,0.59375
11,1211,1.5313083,0.5625
11,1212,1.4774417,0.5625
11,1213,1.3958658,0.5625
11,1214,1.4138488,0.625
11,1215,1.619105,0.53125
11,1216,1.4060528,0.53125
11,1217,1.3647689,0.5625
11,1218,1.3262382,0.625
11,1219,1.5957841,0.5625
11,1220,1.373598,0.40625
11,1221,1.4010558,0.5625
11,1222,1.225945,0.625
11,1223,1.0087844,0.75
11,1224,1.5218748,0.53125
11,1225,1.4470398,0.53125
11,1226,1.6570399,0.40625
11,1227,1.7437359,0.4375
11,1228,1.4499133,0.53125
11,1229,1.7177366,0.5
11,1230,1.3441825,0.46875
11,1231,1.7316382,0.4375
11,1232,1.50269,0.53125
11,1233,1.5355955,0.40625
11,1234,1.7257426,0.5625
11,1235,1.4924791,0.46875
11,1236,1.441709,0.5
11,1237,1.5988181,0.53125
11,1238,1.4811834,0.46875
11,1239,1.554307,0.5625
11,1240,1.5872118,0.4375
11,1241,1.4155807,0.65625
11,1242,1.6124843,0.5625
11,1243,1.3393478,0.625
11,1244,1.3396988,0.65625
11,1245,1.3924005,0.46875
11,1246,1.8757666,0.5625
11,1247,1.7372897,0.5
11,1248,1.3236581,0.5
11,1249,1.885421,0.40625
11,1250,1.8265395,0.34375
11,1251,1.517967,0.46875
11,1252,1.4906082,0.4375
11,1253,1.787558,0.46875
11,1254,1.4662566,0.5
11,1255,1.2815528,0.5625
11,1256,1.739188,0.5625
11,1257,1.5694801,0.5625
11,1258,1.7055447,0.46875
11,1259,1.4187633,0.59375
11,1260,1.3860501,0.59375
11,1261,1.9411409,0.3125
11,1262,1.2008333,0.6875
11,1263,1.8042256,0.375
11,1264,1.6410713,0.5
11,1265,1.4210558,0.46875
11,1266,1.2701945,0.53125
11,1267,2.1588695,0.375
11,1268,3.9988768,0.0
12,1269,1.7179683,0.59375
12,1270,1.6952696,0.4375
12,1271,1.6174682,0.625
12,1272,1.8134813,0.5
12,1273,1.6712686,0.4375
12,1274,1.4890226,0.46875
12,1275,1.6461949,0.25
12,1276,1.4159528,0.53125
12,1277,1.5823244,0.46875
12,1278,1.59885,0.5625
12,1279,1.6045104,0.375
12,1280,1.4949877,0.53125
12,1281,1.1209941,0.5625
12,1282,1.5546125,0.4375
12,1283,1.7230582,0.46875
12,1284,1.387173,0.5625
12,1285,1.4860225,0.53125
12,1286,1.7361585,0.53125
12,1287,1.0997863,0.53125
12,1288,1.2437824,0.59375
12,1289,1.5510324,0.5
12,1290,1.2531106,0.625
12,1291,1.6323842,0.53125
12,1292,1.2662501,0.625
12,1293,1.2261189,0.5625
12,1294,1.5729828,0.46875
12,1295,1.810796,0.4375
12,1296,1.4616821,0.5
12,1297,1.6844158,0.34375
12,1298,1.1192139,0.65625
12,1299,1.3832369,0.53125
12,1300,1.61905,0.46875
12,1301,1.24931,0.5625
12,1302,1.5681165,0.40625
12,1303,1.8508765,0.40625
12,1304,1.6473118,0.5625
12,1305,1.58445,0.53125
12,1306,1.4233154,0.53125
12,1307,1.160716,0.6875
12,1308,1.9862599,0.40625
12,1309,1.3333848,0.6875
12,1310,1.4726895,0.4375
12,1311,1.2005098,0.65625
12,1312,1.3151984,0.5625
12,1313,1.2473582,0.625
12,1314,1.5333724,0.53125
12,1315,1.2076067,0.5625
12,1316,1.6781595,0.4375
12,1317,1.0199087,0.65625
12,1318,1.8745781,0.40625
12,1319,1.3859972,0.4375
12,1320,1.3246416,0.53125
12,1321,1.531013,0.46875
12,1322,1.5014696,0.46875
12,1323,1.6547955,0.5
12,1324,1.7205052,0.40625
12,1325,1.3695611,0.5625
12,1326,1.452713,0.46875
12,1327,1.4223342,0.53125
12,1328,1.254116,0.53125
12,1329,1.1405934,0.59375
12,1330,1.3024955,0.5
12,1331,1.5487455,0.59375
12,1332,1.4435005,0.59375
12,1333,1.041657,0.625
12,1334,1.6586456,0.34375
12,1335,1.2087896,0.625
12,1336,1.290806,0.5
12,1337,1.4052161,0.5
12,1338,1.8980783,0.40625
12,1339,1.0929863,0.65625
12,1340,1.5341691,0.46875
12,1341,2.0648584,0.4375
12,1342,1.9049866,0.3125
12,1343,1.5452332,0.5
12,1344,1.2110078,0.65625
12,1345,1.071835,0.65625
12,1346,1.7704909,0.5
12,1347,1.4960668,0.65625
12,1348,1.4867316,0.5
12,1349,1.535962,0.59375
12,1350,1.3028668,0.59375
12,1351,1.1554272,0.5
12,1352,1.1460742,0.6875
12,1353,1.8347726,0.34375
12,1354,1.5522833,0.5625
12,1355,1.623198,0.5
12,1356,1.323995,0.59375
12,1357,1.3656435,0.5
12,1358,1.5264043,0.4375
12,1359,1.0573955,0.53125
12,1360,1.1942077,0.59375
12,1361,1.3791393,0.5
12,1362,1.2745734,0.53125
12,1363,1.2501932,0.5625
12,1364,1.4919075,0.53125
12,1365,1.4745176,0.5625
12,1366,1.4679588,0.53125
12,1367,1.8248782,0.40625
12,1368,1.465685,0.5625
12,1369,1.8243318,0.34375
12,1370,1.6547744,0.5
12,1371,1.4582515,0.5
12,1372,1.8734946,0.375
12,1373,1.6834815,0.46875
12,1374,1.6603829,0.34375
12,1375,1.3543631,0.625
12,1376,1.8354274,0.34375
12,1377,1.3684443,0.5
12,1378,0.95249856,0.65625
12,1379,1.7370785,0.5625
12,1380,1.3439866,0.53125
12,1381,1.7219933,0.53125
12,1382,1.5129316,0.5625
12,1383,3.3657947,0.0
13,1384,2.1635876,0.375
13,1385,1.2415512,0.5625
13,1386,1.3038379,0.5625
13,1387,1.568592,0.40625
13,1388,1.6267198,0.46875
13,1389,1.4748695,0.5625
13,1390,1.6553471,0.5
13,1391,1.4221433,0.625
13,1392,1.8997066,0.3125
13,1393,1.1518973,0.6875
13,1394,1.4550943,0.5625
13,1395,1.8608038,0.40625
13,1396,1.2623525,0.5625
13,1397,1.2615161,0.53125
13,1398,1.5369091,0.5625
13,1399,1.6243345,0.46875
13,1400,1.6319889,0.5
13,1401,1.539593,0.53125
13,1402,1.2228762,0.59375
13,1403,1.4900587,0.5625
13,1404,1.6100608,0.46875
13,1405,1.3756881,0.5625
13,1406,1.2714704,0.53125
13,1407,1.5195674,0.5625
13,1408,1.3774068,0.5
13,1409,1.3566155,0.5
13,1410,1.537435,0.5
13,1411,1.579939,0.5
13,1412,1.6810441,0.28125
13,1413,1.314147,0.5
13,1414,1.3400156,0.625
13,1415,1.7619298,0.375
13,1416,1.8181884,0.4375
13,1417,1.7744285,0.53125
13,1418,1.4989604,0.5625
13,1419,2.1433165,0.25
13,1420,1.7846713,0.375
13,1421,1.7345207,0.46875
13,1422,1.8829405,0.375
13,1423,1.3110317,0.5
13,1424,1.5452087,0.59375
13,1425,1.356247,0.53125
13,1426,1.5340642,0.5625
13,1427,1.6750739,0.46875
13,1428,1.5622026,0.59375
13,1429,1.2508109,0.625
13,1430,1.2265548,0.65625
13,1431,1.3404905,0.5
13,1432,1.6158513,0.46875
13,1433,1.3452734,0.53125
13,1434,1.5931312,0.5
13,1435,1.2700313,0.5625
13,1436,1.6128082,0.375
13,1437,1.6301965,0.5
13,1438,1.3979675,0.53125
13,1439,1.3554916,0.6875
13,1440,1.3839949,0.5
13,1441,1.0342959,0.65625
13,1442,1.9701573,0.34375
13,1443,1.3513947,0.53125
13,1444,1.8809192,0.40625
13,1445,1.7925915,0.40625
13,1446,1.5469562,0.5625
13,1447,0.99207634,0.65625
13,1448,1.5590267,0.5
13,1449,1.5380191,0.4375
13,1450,1.2207541,0.625
13,1451,1.7383118,0.375
13,1452,1.3379458,0.5
13,1453,1.7283086,0.40625
13,1454,1.4280554,0.5625
13,1455,1.5746582,0.53125
13,1456,1.7983757,0.46875
13,1457,1.2725563,0.59375
13,1458,1.392868,0.46875
13,1459,1.3690984,0.53125
13,1460,1.2310566,0.59375
13,1461,1.9718468,0.28125
13,1462,1.452569,0.59375
13,1463,1.6130055,0.53125
13,1464,1.5571058,0.59375
13,1465,1.0694706,0.625
13,1466,1.8373564,0.40625
13,1467,1.4784818,0.5625
13,1468,1.7566087,0.53125
13,1469,1.6394491,0.5
13,1470,1.328315,0.625
13,1471,1.1704942,0.5625
13,1472,1.4005206,0.5625
13,1473,0.985904,0.625
13,1474,1.3968785,0.59375
13,1475,1.77321,0.4375
13,1476,1.4759905,0.375
13,1477,1.3251127,0.65625
13,1478,1.6003857,0.46875
13,1479,1.6121647,0.625
13,1480,1.5033911,0.53125
13,1481,1.3988372,0.59375
13,1482,1.4440005,0.5
13,1483,1.3239323,0.53125
13,1484,1.7059758,0.46875
13,1485,1.5459172,0.5
13,1486,1.8464017,0.46875
13,1487,1.4290677,0.46875
13,1488,1.5044137,0.5
13,1489,1.1484839,0.5625
13,1490,1.7851754,0.4375
13,1491,1.201734,0.625
13,1492,1.2393858,0.6875
13,1493,1.5677869,0.53125
13,1494,1.1045771,0.59375
13,1495,1.6403772,0.46875
13,1496,1.2209502,0.59375
13,1497,1.8596004,0.40625
13,1498,3.346963,0.0
14,1499,1.0949854,0.625
14,1500,1.3130356,0.53125
14,1501,1.5263761,0.4375
14,1502,1.2100635,0.59375
14,1503,1.4212022,0.65625
14,1504,1.6752479,0.59375
14,1505,1.0808854,0.59375
14,1506,1.7254581,0.375
14,1507,1.8340302,0.3125
14,1508,1.4265404,0.5625
14,1509,1.2159115,0.59375
14,1510,1.5487783,0.53125
14,1511,1.4474189,0.59375
14,1512,1.918316,0.46875
14,1513,1.6166562,0.5
14,1514,1.3969821,0.59375
14,1515,1.1813174,0.59375
14,1516,1.3498207,0.46875
14,1517,1.3848757,0.5625
14,1518,1.8231624,0.375
14,1519,1.4818267,0.5
14,1520,1.3163993,0.59375
14,1521,1.8169446,0.40625
14,1522,1.2510908,0.53125
14,1523,1.4445417,0.4375
14,1524,1.7411091,0.46875
14,1525,1.2435895,0.53125
14,1526,1.096699,0.65625
14,1527,1.5585413,0.59375
14,1528,1.4155742,0.5
14,1529,1.1275322,0.6875
14,1530,1.6600292,0.5
14,1531,1.3371009,0.59375
14,1532,1.5164547,0.4375
14,1533,1.5657504,0.4375
14,1534,1.295954,0.5
14,1535,1.3322388,0.53125
14,1536,1.256135,0.65625
14,1537,1.3541803,0.53125
14,1538,1.3169585,0.65625
14,1539,1.6474338,0.5
14,1540,1.6731584,0.40625
14,1541,1.8833554,0.375
14,1542,1.7573088,0.46875
14,1543,1.4446242,0.5
14,1544,1.6022092,0.5
14,1545,1.240365,0.625
14,1546,1.1472303,0.625
14,1547,1.5537876,0.5
14,1548,0.9393915,0.71875
14,1549,1.6048422,0.5
14,1550,1.4588674,0.46875
14,1551,1.3853889,0.59375
14,1552,1.5205814,0.5625
14,1553,1.0713185,0.71875
14,1554,1.7552439,0.4375
14,1555,1.299679,0.5625
14,1556,1.4127678,0.53125
14,1557,1.6821692,0.46875
14,1558,1.3275084,0.625
14,1559,1.7013974,0.5625
14,1560,1.3946445,0.59375
14,1561,1.4662442,0.46875
14,1562,1.5567489,0.40625
14,1563,1.8127487,0.34375
14,1564,1.2427037,0.59375
14,1565,1.4493054,0.46875
14,1566,1.3804696,0.5625
14,1567,0.94372374,0.625
14,1568,1.1048311,0.6875
14,1569,1.5651652,0.40625
14,1570,1.5875442,0.40625
14,1571,1.3062375,0.53125
14,1572,1.2075233,0.5625
14,1573,1.783758,0.5625
14,1574,1.4953287,0.4375
14,1575,1.770271,0.46875
14,1576,1.5330666,0.625
14,1577,1.0892105,0.59375
14,1578,1.1095098,0.59375
14,1579,1.6280074,0.5
14,1580,1.5769491,0.4375
14,1581,1.8347936,0.46875
14,1582,1.8670821,0.4375
14,1583,1.0581528,0.53125
14,1584,1.6018463,0.5625
14,1585,0.9930976,0.625
14,1586,1.6118075,0.375
14,1587,1.6114547,0.4375
14,1588,1.3782806,0.5625
14,1589,1.3773493,0.65625
14,1590,1.5955408,0.4375
14,1591,1.6277645,0.53125
14,1592,1.740986,0.4375
14,1593,1.6216645,0.625
14,1594,1.313691,0.6875
14,1595,1.4791957,0.59375
14,1596,1.4717274,0.53125
14,1597,1.3647029,0.5
14,1598,1.0418383,0.75
14,1599,1.7113047,0.46875
14,1600,1.7115583,0.4375
14,1601,1.0951827,0.6875
14,1602,1.8703705,0.375
14,1603,1.641609,0.5625
14,1604,1.6115987,0.46875
14,1605,1.2898506,0.59375
14,1606,1.1602839,0.5625
14,1607,2.0660987,0.3125
14,1608,1.0332811,0.6875
14,1609,1.2759746,0.65625
14,1610,1.5479898,0.5
14,1611,1.3193936,0.53125
14,1612,0.99364537,0.71875
14,1613,3.4986396,0.0
15,1614,1.9195962,0.5625
15,1615,1.2106124,0.625
15,1616,1.580844,0.46875
15,1617,1.7289599,0.5
15,1618,1.397912,0.5625
15,1619,1.5774094,0.53125
15,1620,1.4212183,0.5
15,1621,1.5068073,0.4375
15,1622,1.4123783,0.5
15,1623,1.3747157,0.625
15,1624,1.8423468,0.25
15,1625,1.3328137,0.625
15,1626,1.5159255,0.5
15,1627,1.3573992,0.6875
15,1628,1.4805151,0.5625
15,1629,1.3337777,0.59375
15,1630,1.107981,0.625
15,1631,1.1508964,0.59375
15,1632,1.5838239,0.46875
15,1633,1.2817583,0.59375
15,1634,1.0662833,0.59375
15,1635,1.2445977,0.5625
15,1636,1.2153078,0.71875
15,1637,1.2176889,0.625
15,1638,1.324863,0.625
15,1639,1.4658821,0.4375
15,1640,1.293985,0.59375
15,1641,1.1884897,0.65625
15,1642,1.3351476,0.65625
15,1643,1.5454851,0.46875
15,1644,1.4814285,0.53125
15,1645,1.6566554,0.59375
15,1646,1.3149232,0.59375
15,1647,1.2310755,0.625
15,1648,2.0293808,0.40625
15,1649,1.1925497,0.625
15,1650,1.8330303,0.375
15,1651,1.7468185,0.46875
15,1652,0.9113795,0.75
15,1653,1.1518568,0.625
15,1654,1.4600675,0.59375
15,1655,1.5028268,0.46875
15,1656,1.5370649,0.46875
15,1657,1.304924,0.65625
15,1658,1.368988,0.59375
15,1659,1.334279,0.59375
15,1660,2.0107708,0.46875
15,1661,1.6254005,0.53125
15,1662,1.8816496,0.40625
15,1663,1.6786294,0.375
15,1664,1.4379284,0.5
15,1665,1.5510145,0.375
15,1666,1.2631671,0.6875
15,1667,1.8307446,0.5
15,1668,1.4292927,0.59375
15,1669,1.2747233,0.5625
15,1670,1.5556681,0.53125
15,1671,1.6262964,0.34375
15,1672,1.5996039,0.46875
15,1673,1.2210456,0.71875
15,1674,2.070932,0.375
15,1675,1.7477905,0.5
15,1676,1.2180451,0.625
15,1677,1.2915139,0.59375
15,1678,1.2715863,0.59375
15,1679,1.442971,0.5625
15,1680,1.5112256,0.5
15,1681,1.4805694,0.5
15,1682,1.3580195,0.625
15,1683,1.49712,0.59375
15,1684,1.1718055,0.65625
15,1685,1.3359581,0.5625
15,1686,1.4260259,0.46875
15,1687,1.3369853,0.5
15,1688,2.3021984,0.3125
15,1689,1.2379062,0.65625
15,1690,1.4053332,0.53125
15,1691,1.0448159,0.625
15,1692,1.5665115,0.5
15,1693,1.5197998,0.59375
15,1694,1.7443515,0.40625
15,1695,1.6294565,0.5
15,1696,1.6790144,0.53125
15,1697,1.5339739,0.40625
15,1698,1.303165,0.46875
15,1699,1.2734902,0.625
15,1700,1.1204444,0.71875
15,1701,1.2384554,0.625
15,1702,1.1254885,0.59375
15,1703,1.1620559,0.65625
15,1704,1.4805433,0.46875
15,1705,1.407829,0.59375
15,1706,1.493415,0.46875
15,1707,1.411155,0.59375
15,1708,1.3114654,0.625
15,1709,1.1810931,0.59375
15,1710,1.2343159,0.625
15,1711,1.3745275,0.59375
15,1712,1.6282856,0.5625
15,1713,1.3396838,0.5625
15,1714,1.409676,0.53125
15,1715,1.2597201,0.53125
15,1716,1.3358551,0.5
15,1717,1.1018075,0.6875
15,1718,1.8380108,0.4375
15,1719,1.4921682,0.46875
15,1720,1.2437631,0.625
15,1721,1.4908818,0.5625
15,1722,1.5113461,0.5625
15,1723,0.8119611,0.71875
15,1724,1.2958299,0.4375
15,1725,1.5924106,0.46875
15,1726,1.4604002,0.5625
15,1727,1.0898927,0.53125
15,1728,3.5986722,0.0
16,1729,1.4739716,0.53125
16,1730,1.4009565,0.5625
16,1731,0.94004875,0.65625
16,1732,1.6242111,0.40625
16,1733,1.3401161,0.5625
16,1734,1.4715184,0.5
16,1735,1.552818,0.46875
16,1736,1.1478112,0.625
16,1737,1.3654248,0.5625
16,1738,1.4838194,0.5625
16,1739,1.3871043,0.5625
16,1740,1.3257953,0.625
16,1741,1.1433332,0.625
16,1742,1.2713834,0.625
16,1743,1.3473562,0.375
16,1744,1.4695605,0.5
16,1745,1.1424624,0.6875
16,1746,1.5763345,0.5625
16,1747,1.1897999,0.71875
16,1748,1.4009346,0.5625
16,1749,1.064566,0.65625
16,1750,1.4659929,0.59375
16,1751,1.4364021,0.5
16,1752,1.4207162,0.5
16,1753,1.9742416,0.5625
16,1754,1.2562654,0.59375
16,1755,1.2432704,0.65625
16,1756,1.4407816,0.59375
16,1757,1.529714,0.5
16,1758,1.2397108,0.53125
16,1759,1.2472714,0.59375
16,1760,1.0774554,0.59375
16,1761,1.1914301,0.59375
16,1762,1.3653423,0.59375
16,1763,1.632281,0.53125
16,1764,1.0057273,0.6875
16,1765,1.2148582,0.53125
16,1766,1.1623952,0.6875
16,1767,1.437893,0.59375
16,1768,1.2211673,0.5625
16,1769,1.519758,0.5
16,1770,1.3066297,0.625
16,1771,1.3505467,0.65625
16,1772,1.1893934,0.625
16,1773,1.3452243,0.625
16,1774,1.4132684,0.5
16,1775,1.4250624,0.53125
16,1776,1.212579,0.71875
16,1777,1.6566696,0.34375
16,1778,1.4839859,0.5625
16,1779,1.0433592,0.65625
16,1780,1.2760614,0.65625
16,1781,1.2694957,0.65625
16,1782,1.2030033,0.625
16,1783,1.5138563,0.5
16,1784,1.8816262,0.3125
16,1785,1.3677862,0.5625
16,1786,1.090755,0.65625
16,1787,0.9973033,0.71875
16,1788,1.4702983,0.53125
16,1789,1.322522,0.59375
16,1790,1.1452703,0.71875
16,1791,1.4382099,0.40625
16,1792,1.2372453,0.53125
16,1793,1.5698537,0.46875
16,1794,1.2874922,0.53125
16,1795,1.1948779,0.59375
16,1796,1.1059158,0.53125
16,1797,1.6716881,0.53125
16,1798,1.3910481,0.5
16,1799,1.3200754,0.625
16,1800,1.4488667,0.53125
16,1801,1.5335997,0.4375
16,1802,1.4345407,0.5625
16,1803,1.4459033,0.5625
16,1804,1.1649826,0.6875
16,1805,0.8713281,0.78125
16,1806,1.7237701,0.4375
16,1807,1.3205492,0.625
16,1808,1.5683733,0.4375
16,1809,1.4823438,0.53125
16,1810,1.5982406,0.59375
16,1811,1.1951088,0.59375
16,1812,1.3532349,0.53125
16,1813,1.5000005,0.5625
16,1814,1.4814148,0.53125
16,1815,1.4185754,0.5625
16,1816,1.3366585,0.5
16,1817,1.4511155,0.59375
16,1818,0.8841637,0.75
16,1819,1.0473465,0.65625
16,1820,1.1876658,0.59375
16,1821,1.3457766,0.59375
16,1822,1.3520203,0.5
16,1823,1.7306949,0.4375
16,1824,1.4890246,0.5625
16,1825,1.2497481,0.5
16,1826,1.5344357,0.59375
16,1827,1.1552113,0.625
16,1828,1.2704464,0.625
16,1829,1.3202034,0.625
16,1830,0.9424395,0.71875
16,1831,1.0500643,0.59375
16,1832,1.3703729,0.53125
16,1833,1.0166738,0.71875
16,1834,1.9079227,0.59375
16,1835,1.1859597,0.625
16,1836,1.143113,0.625
16,1837,1.0112071,0.59375
16,1838,1.3939943,0.53125
16,1839,0.9989983,0.5625
16,1840,1.107902,0.6875
16,1841,1.3112936,0.5
16,1842,1.8637866,0.46875
16,1843,2.8305423,0.0
17,1844,1.4720037,0.5625
17,1845,1.657377,0.46875
17,1846,1.5479902,0.53125
17,1847,1.1936246,0.71875
17,1848,1.6056561,0.4375
17,1849,1.5252584,0.53125
17,1850,1.1834395,0.59375
17,1851,1.6167163,0.4375
17,1852,1.6661332,0.40625
17,1853,1.519742,0.59375
17,1854,1.1218132,0.625
17,1855,1.2596705,0.625
17,1856,1.1926107,0.59375
